Feature,Importance (CAC)
spend,0.09530512292393087
previous_day_spend_campaign,0.07524860723628773
previous_week_spend_campaign,0.08755648116160328
previous_month_spend_campaign,0.14006863445269396
previous_day_visits_campaign,0.05824810749041354
previous_week_visits_campaign,0.2066769746254126
previous_month_visits_campaign,0.3368960721096581
