Feature,Importance (CAC)
spend,0.2147270183337602
previous_day_spend_campaign,0.20776099231445946
previous_week_spend_campaign,0.16246756407786392
previous_month_spend_campaign,0.08295797564523978
previous_day_visits_campaign,0.17501189118517113
previous_week_visits_campaign,0.08806742281883087
previous_month_visits_campaign,0.0690071356246746
