Feature,Importance (CAC)
spend,0.20155342941943083
previous_day_spend_campaign,0.11670495613685167
previous_week_spend_campaign,0.26477398039026945
previous_month_spend_campaign,0.08325622718894705
previous_day_visits_campaign,0.09470050620323021
previous_week_visits_campaign,0.11063481595607202
previous_month_visits_campaign,0.12837608470519857
