Feature,Importance (CAC)
spend,0.10420848323212221
previous_day_spend_campaign,0.10351755398379918
previous_week_spend_campaign,0.14462161333999876
previous_month_spend_campaign,0.239662962159345
previous_day_visits_campaign,0.2047966475665677
previous_week_visits_campaign,0.13954323089380694
previous_month_visits_campaign,0.06364950882436023
