Feature,Importance (CAC)
spend,0.04461219430557197
previous_day_spend_campaign,0.06233844002882739
previous_week_spend_campaign,0.14269807812320195
previous_month_spend_campaign,0.33253411475668865
previous_day_visits_campaign,0.023713671287195356
previous_week_visits_campaign,0.16342467865376148
previous_month_visits_campaign,0.23067882284475327
