Feature,Importance (CAC)
spend,0.3865371707561998
previous_day_spend_campaign,0.10959948999577933
previous_week_spend_campaign,0.08179571105353617
previous_month_spend_campaign,0.06256888626112769
previous_day_visits_campaign,0.07739234698604362
previous_week_visits_campaign,0.1520402006904183
previous_month_visits_campaign,0.13006619425689503
