Feature,Importance (CAC)
spend,0.14110056621287143
previous_day_spend_campaign,0.13882181772835117
previous_week_spend_campaign,0.11368902082217117
previous_month_spend_campaign,0.22179323095364087
previous_day_visits_campaign,0.0966271332104535
previous_week_visits_campaign,0.09772584165657454
previous_month_visits_campaign,0.1902423894159374
