Feature,Importance (CAC)
spend,0.1665853826009451
previous_day_spend_campaign,0.1975297026834541
previous_week_spend_campaign,0.03713642603516574
previous_month_spend_campaign,0.02916942475757273
previous_day_visits_campaign,0.20459506258144192
previous_week_visits_campaign,0.04753239265832636
previous_month_visits_campaign,0.3174516086830941
