Feature,Importance (CAC)
spend,0.332135467880695
previous_day_spend_campaign,0.07019706365727064
previous_week_spend_campaign,0.0815623477004854
previous_month_spend_campaign,0.10456026131323211
previous_day_visits_campaign,0.2047271536931529
previous_week_visits_campaign,0.10517700447500611
previous_month_visits_campaign,0.10164070128015787
