Feature,Importance (CAC)
spend,0.3500637373862677
previous_day_spend_campaign,0.09780550866709264
previous_week_spend_campaign,0.08610957683225559
previous_month_spend_campaign,0.15643640748715484
previous_day_visits_campaign,0.0806756641185342
previous_week_visits_campaign,0.10674362296358839
previous_month_visits_campaign,0.12216548254510656
