Feature,Importance (CAC)
spend,0.1566663302812256
previous_day_spend_campaign,0.22437956881038618
previous_week_spend_campaign,0.06314842957572439
previous_month_spend_campaign,0.1450902358272865
previous_day_visits_campaign,0.1549311010529715
previous_week_visits_campaign,0.13897935459932262
previous_month_visits_campaign,0.11680497985308337
