Feature,Importance (Transactions)
spend,0.19189293378047448
previous_day_spend_campaign,0.12430980558149071
previous_week_spend_campaign,0.11574285560254084
previous_month_spend_campaign,0.20644897276159135
previous_day_visits_campaign,0.0917812792204395
previous_week_visits_campaign,0.14815580002035808
previous_month_visits_campaign,0.12166835303310497
