Feature,Importance (Transactions)
spend,0.16858484171553356
previous_day_spend_campaign,0.10438114409239231
previous_week_spend_campaign,0.29946725061391233
previous_month_spend_campaign,0.04171959253323711
previous_day_visits_campaign,0.22004345243646037
previous_week_visits_campaign,0.12296668238203791
previous_month_visits_campaign,0.0428370362264264
