Feature,Importance (Transactions)
spend,0.3394102538977231
previous_day_spend_campaign,0.4024457366099912
previous_week_spend_campaign,0.035143492662139404
previous_month_spend_campaign,0.014515039558400646
previous_day_visits_campaign,0.12069746329298274
previous_week_visits_campaign,0.03600963691717678
previous_month_visits_campaign,0.051778377061586146
