Feature,Importance (Transactions)
spend,0.38579752135324713
previous_day_spend_campaign,0.08999363731391474
previous_week_spend_campaign,0.10010074283003371
previous_month_spend_campaign,0.12345367570440358
previous_day_visits_campaign,0.09460861576826392
previous_week_visits_campaign,0.08659070506718476
previous_month_visits_campaign,0.11945510196295209
