Feature,Importance (Transactions)
spend,0.11038709256589856
previous_day_spend_campaign,0.09933902522687615
previous_week_spend_campaign,0.13624728652830964
previous_month_spend_campaign,0.2143578798088815
previous_day_visits_campaign,0.10084294295864354
previous_week_visits_campaign,0.13025796832140613
previous_month_visits_campaign,0.20856780458998464
