Feature,Importance (Transactions)
spend,0.2515153872775346
previous_day_spend_campaign,0.11992365923546466
previous_week_spend_campaign,0.12575591863157964
previous_month_spend_campaign,0.06806154528173394
previous_day_visits_campaign,0.14016805818832773
previous_week_visits_campaign,0.08430436084451594
previous_month_visits_campaign,0.21027107054084362
