Spend,Estimated Transactions,Estimated CAC
21900,36.77502221042364,595.5128966255957
22000,37.95441619906712,579.6426925555171
22100,41.29503669258167,535.173274321611
22200,45.11078319739926,492.1218038457794
22300,47.103415394322646,473.42639197852753
22400,47.103415394322646,475.549380283364
22500,47.23874120466775,476.3039705591633
22600,47.23874120466775,478.4208770949818
22700,47.23874120466775,480.5377836308003
22800,47.23874120466775,482.6546901666188
22900,47.23874120466775,484.7715967024373
23000,47.23874120466775,486.8885032382558
23100,47.23874120466775,489.0054097740743
23200,47.23661271246794,491.1444463899174
23300,47.23661271246794,493.2614483140119
23400,46.89342795779223,499.00382674224284
23500,46.6333034731392,503.9317022337053
23600,46.6333034731392,506.07609245597644
23700,46.6333034731392,508.2204826782475
23800,46.6333034731392,510.3648729005186
23900,45.41463979024678,526.2620183796492
24000,45.41463979024678,528.4639515109449
24100,45.54541134678151,529.1422184444282
24200,45.46152600425568,532.3182507717542
24300,43.42314178119711,559.6094387284127
24400,40.38169607864765,604.2341548130719
24500,40.635289773447646,602.9242103746251
24600,40.635289773447646,605.3851255190114
24700,40.635289773447646,607.8460406633975
24800,40.635289773447646,610.3069558077838
24900,40.635289773447646,612.76787095217
25000,40.635289773447646,615.2287860965562
25100,39.89966025159309,629.0780383022891
25200,39.89966025159309,631.5843253074775
25300,36.443926065098196,694.2171914959906
25400,36.443926065098196,696.9611329643543
25500,36.443926065098196,699.7050744327179
25600,36.443926065098196,702.4490159010815
25700,36.443926065098196,705.192957369445
25800,36.443926065098196,707.9368988378087
25900,36.443926065098196,710.6808403061723
26000,36.443926065098196,713.4247817745359
26100,36.4912598052982,715.23976259681
26200,36.4912598052982,717.9801448289817
26300,36.4912598052982,720.7205270611533
26400,36.4912598052982,723.4609092933251
26500,36.4912598052982,726.2012915254968
26600,36.4912598052982,728.9416737576685
26700,36.4912598052982,731.6820559898401
26800,36.4912598052982,734.4224382220118
26900,36.4912598052982,737.1628204541835
27000,36.4912598052982,739.9032026863551
27100,36.4912598052982,742.6435849185269
27200,36.4912598052982,745.3839671506986
27300,36.4912598052982,748.1243493828703
27400,36.4912598052982,750.8647316150419
27500,36.4912598052982,753.6051138472136
27600,36.4912598052982,756.3454960793853
27700,36.4912598052982,759.085878311557
27800,36.4912598052982,761.8262605437287
27900,36.4393431860982,765.6559520711668
28000,36.4393431860982,768.4002386377301
28100,36.4393431860982,771.1445252042934
28200,35.91625534526034,785.1598037967894
28300,35.91625534526034,787.9440584201824
28400,35.127207505891214,808.4901139732502
28500,35.127207505891214,811.3369101492124
28600,35.127207505891214,814.1837063251746
28700,35.127207505891214,817.0305025011368
28800,35.127207505891214,819.8772986770989
28900,35.36316577909121,817.2345253401319
29000,35.36316577909121,820.0623264658763
29100,35.36316577909121,822.8901275916206
29200,35.36316577909121,825.717928717365
29300,35.36316577909121,828.5457298431095
29400,35.36316577909121,831.3735309688539
29500,35.36316577909121,834.2013320945982
29600,35.36316577909121,837.0291332203426
29700,35.36316577909121,839.8569343460871
29800,35.84882925757446,831.2684296016052
29900,35.84882925757446,834.0579209761073
30000,35.84882925757446,836.8474123506093
30100,35.84882925757446,839.6369037251113
30200,35.84882925757446,842.4263950996134
30300,35.84882925757446,845.2158864741155
30400,35.84882925757446,848.0053778486174
30500,35.84882925757446,850.7948692231195
30600,35.84882925757446,853.5843605976215
30700,35.84882925757446,856.3738519721235
30800,36.822517983689096,836.4446997797155
30900,36.822517983689096,839.1604293244549
31000,36.822517983689096,841.8761588691941
31100,37.1198648378891,837.8263265725989
31200,37.1198648378891,840.5203018991989
31300,37.1198648378891,843.2142772257988
31400,37.1198648378891,845.9082525523988
31500,37.187318768584,847.0629516482196
31600,37.187318768584,849.7520403836108
31700,37.187318768584,852.441129119002
31800,37.187318768584,855.1302178543932
31900,37.187318768584,857.8193065897843
32000,37.187318768584,860.5083953251756
32100,37.07252142469056,865.8704281878485
32200,37.07252142469056,868.5678438519851
32300,37.07252142469056,871.2652595161217
32400,37.07252142469056,873.9626751802583
32500,37.07252142469056,876.6600908443949
32600,37.07252142469056,879.3575065085315
32700,37.07252142469056,882.0549221726681
32800,37.02060480549056,885.9930887767507
32900,37.02060480549056,888.6942872181432
33000,37.02060480549056,891.3954856595358
33100,37.02060480549056,894.0966841009283
33200,37.02060480549056,896.7978825423208
33300,37.02060480549056,899.4990809837134
33400,37.02060480549056,902.2002794251059
33500,37.02060480549056,904.9014778664985
33600,37.02060480549056,907.602676307891
33700,37.02060480549056,910.3038747492835
33800,37.02060480549056,913.0050731906761
33900,37.02060480549056,915.7062716320686
34000,37.02060480549056,918.4074700734611
34100,37.02060480549056,921.1086685148537
34200,37.02060480549056,923.8098669562462
34300,37.02060480549056,926.5110653976387
34400,37.02060480549056,929.2122638390313
34500,37.02060480549056,931.9134622804238
34600,37.02060480549056,934.6146607218163
34700,37.02060480549056,937.3158591632089
34800,37.02060480549056,940.0170576046014
34900,37.02060480549056,942.7182560459939
35000,37.02060480549056,945.4194544873865
35100,37.02060480549056,948.120652928779
35200,37.02060480549056,950.8218513701715
35300,37.02060480549056,953.5230498115641
35400,37.02060480549056,956.2242482529566
35500,37.02060480549056,958.9254466943491
35600,37.02060480549056,961.6266451357417
35700,37.02060480549056,964.3278435771342
35800,37.02060480549056,967.0290420185268
35900,37.02060480549056,969.7302404599193
36000,37.02060480549056,972.4314389013118
36100,37.33348897118546,966.9602545816845
36200,37.33348897118546,969.6388148436836
36300,37.33348897118546,972.3173751056827
36400,37.33348897118546,974.9959353676818
36500,37.33348897118546,977.6744956296809
36600,37.33348897118546,980.35305589168
36700,38.56064014618546,951.7476852269133
36800,38.56064014618546,954.341003170311
36900,38.56064014618546,956.9343211137085
37000,38.56064014618546,959.5276390571061
37100,38.56064014618546,962.1209570005037
37200,38.56064014618546,964.7142749439013
37300,38.56064014618546,967.3075928872988
37400,38.56064014618546,969.9009108306965
37500,38.56064014618546,972.494228774094
37600,38.56064014618546,975.0875467174916
37700,38.56064014618546,977.6808646608891
37800,38.56064014618546,980.2741826042868
37900,38.56064014618546,982.8675005476844
38000,38.56064014618546,985.4608184910819
38100,38.56064014618546,988.0541364344796
38200,38.56064014618546,990.6474543778771
38300,38.56064014618546,993.2407723212747
38400,38.56064014618546,995.8340902646722
38500,38.56064014618546,998.4274082080699
38600,38.56064014618546,1001.0207261514674
38700,38.56064014618546,1003.614044094865
38800,38.56064014618546,1006.2073620382627
38900,38.56064014618546,1008.8006799816602
39000,38.56064014618546,1011.3939979250578
39100,38.56064014618546,1013.9873158684553
39200,38.56064014618546,1016.580633811853
39300,38.56064014618546,1019.1739517552505
39400,38.56064014618546,1021.7672696986481
39500,38.56064014618546,1024.3605876420456
39600,38.56064014618546,1026.9539055854432
39700,38.56064014618546,1029.547223528841
39800,38.56064014618546,1032.1405414722385
39900,38.56064014618546,1034.733859415636
40000,38.56064014618546,1037.3271773590336
40100,38.56064014618546,1039.9204953024312
40200,38.56064014618546,1042.5138132458287
40300,38.56064014618546,1045.1071311892263
40400,38.56064014618546,1047.700449132624
40500,38.56064014618546,1050.2937670760216
40600,38.56064014618546,1052.8870850194191
40700,38.56064014618546,1055.4804029628167
40800,38.56064014618546,1058.0737209062142
40900,38.56064014618546,1060.6670388496118
41000,38.56064014618546,1063.2603567930094
41100,38.56064014618546,1065.8536747364071
41200,38.56064014618546,1068.4469926798047
41300,38.56064014618546,1071.0403106232022
41400,38.56064014618546,1073.6336285665998
41500,38.56064014618546,1076.2269465099973
41600,38.56064014618546,1078.8202644533949
41700,38.56064014618546,1081.4135823967927
41800,38.56064014618546,1084.0069003401902
41900,38.56064014618546,1086.6002182835878
42000,38.56064014618546,1089.1935362269853
42100,38.56064014618546,1091.7868541703829
42200,38.56064014618546,1094.3801721137804
42300,38.56064014618546,1096.973490057178
42400,38.56064014618546,1099.5668080005757
42500,38.56064014618546,1102.1601259439733
42600,38.56064014618546,1104.7534438873708
42700,38.56064014618546,1107.3467618307684
42800,38.56064014618546,1109.940079774166
42900,38.56064014618546,1112.5333977175635
43000,38.56064014618546,1115.126715660961
43100,38.56064014618546,1117.7200336043588
43200,38.56064014618546,1120.3133515477564
43300,38.56064014618546,1122.906669491154
43400,38.56064014618546,1125.4999874345515
43500,38.56064014618546,1128.093305377949
43600,38.56064014618546,1130.6866233213466
43700,38.56064014618546,1133.2799412647441
43800,38.56064014618546,1135.873259208142
43900,38.56064014618546,1138.4665771515395
44000,38.56064014618546,1141.059895094937
44100,38.56064014618546,1143.6532130383346
44200,38.56064014618546,1146.2465309817321
44300,38.56064014618546,1148.8398489251297
44400,38.56064014618546,1151.4331668685272
44500,38.56064014618546,1154.026484811925
44600,38.56064014618546,1156.6198027553226
44700,38.56064014618546,1159.21312069872
44800,38.56064014618546,1161.8064386421177
44900,38.56064014618546,1164.3997565855152
45000,38.56064014618546,1166.9930745289128
45100,38.56064014618546,1169.5863924723103
45200,38.56064014618546,1172.179710415708
45300,38.56064014618546,1174.7730283591056
45400,38.56064014618546,1177.3663463025032
45500,38.56064014618546,1179.9596642459007
45600,38.56064014618546,1182.5529821892983
45700,38.56064014618546,1185.1463001326958
45800,38.56064014618546,1187.7396180760934
45900,38.56064014618546,1190.3329360194912
46000,38.56064014618546,1192.9262539628887
46100,38.56064014618546,1195.5195719062863
46200,38.56064014618546,1198.1128898496838
46300,38.56064014618546,1200.7062077930814
46400,38.56064014618546,1203.299525736479
46500,38.56064014618546,1205.8928436798765
46600,38.56064014618546,1208.4861616232743
46700,38.56064014618546,1211.0794795666718
46800,38.56064014618546,1213.6727975100694
46900,38.56064014618546,1216.266115453467
47000,38.56064014618546,1218.8594333968645
47100,38.56064014618546,1221.452751340262
47200,38.56064014618546,1224.0460692836596
47300,38.56064014618546,1226.6393872270573
47400,38.56064014618546,1229.232705170455
47500,38.56064014618546,1231.8260231138524
47600,38.56064014618546,1234.41934105725
47700,38.56064014618546,1237.0126590006475
47800,38.56064014618546,1239.605976944045
47900,38.56064014618546,1242.1992948874426
48000,38.56064014618546,1244.7926128308404
48100,38.56064014618546,1247.385930774238
48200,38.56064014618546,1249.9792487176355
48300,38.56064014618546,1252.572566661033
48400,38.56064014618546,1255.1658846044306
48500,38.56064014618546,1257.7592025478282
48600,38.56064014618546,1260.352520491226
48700,38.56064014618546,1262.9458384346235
48800,38.56064014618546,1265.539156378021
48900,38.56064014618546,1268.1324743214186
49000,38.56064014618546,1270.7257922648162
49100,38.56064014618546,1273.3191102082137
49200,38.56064014618546,1275.9124281516113
49300,38.56064014618546,1278.505746095009
49400,38.56064014618546,1281.0990640384066
49500,38.56064014618546,1283.6923819818041
49600,38.56064014618546,1286.2856999252017
49700,38.56064014618546,1288.8790178685992
49800,38.56064014618546,1291.4723358119968
49900,38.56064014618546,1294.0656537553944
50000,38.56064014618546,1296.6589716987921
